curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
0,0.7257109004739336,['H2FV3', 'H2DS13', 'H2FS8', 'H2PF14', 'H1PF14', 'H2TO1', 'H2ED16', 'H2PF1', 'H2DS6', 'H1RM14', 'H1DS5', 'H1FS11', 'H1WP10', 'H1ED19', 'H2PF21', 'H1WP5', 'H2FS2', 'PA56', 'H1PF14', 'H2WP5', 'H1ED24', 'H2DS1', 'H1FS16', 'H1ED15', 'H1PF24', 'H1DS11', 'H1PF1', 'H1WP7', 'H1FS3', 'H2ED12', 'H2PF16', 'H1TO9', 'S62M', 'H2TO11', 'H2WP14', 'H2DS5', 'S62P', 'H1TO3', 'H1FS8', 'H1GH19', 'H2PF17', 'H2ED15', 'H1IR12', 'H1DS13', 'PA21', 'H1DS10', 'H2FS19', 'H2PF5', 'H2WP3', 'H1FS1', 'H1GH52', 'H1PF16', 'H2WP7', 'H2PF29', 'H1TO12', 'H2PR5', 'H1FS7', 'H2FS5', 'H2GH25', 'H1FS12', 'H2WP10', 'H2FS12', 'H2FV5', 'H1TS3', 'H2PF9', 'H2EE12', 'H2TO26', 'H1PF31', 'H1FS15', 'H2PF23'],87,26,50
173,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
174,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
175,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
176,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
177,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
178,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
179,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
180,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
181,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
182,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
183,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
184,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
185,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
186,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
187,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
188,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
189,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
190,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
191,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
192,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
193,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
194,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
195,0.7316350710900474,['H1FS4', 'H2TO30', 'H2PF4', 'S60K', 'H1PF1', 'H2FS19', 'H1PF30', 'H1GH17', 'H1IR12', 'H1FS10', 'H2TO27', 'H1WP3', 'H1DS14', 'H1ED15', 'H2PF16', 'H2PF15', 'H1ED24', 'H1GH18', 'H1PF32', 'H1RM14', 'H2FS5', 'H1ED17', 'H2ED14', 'S62M', 'H2FS15', 'S62R', 'S59E', 'H1PF7', 'H2PF16', 'H2DS9', 'H1FS8', 'H1ED20', 'H2DS12', 'H2EE12', 'S62R', 'S62B', 'S62Q', 'H2FS2', 'H2TO28', 'H1TO12', 'H2PF27', 'H1WP1', 'H2WP3', 'H2FV7', 'H2FS3', 'H2WP4', 'H2FV6', 'H2ED11', 'H2TO11', 'H2WP2', 'H1FS14', 'H2PF24', 'H1PF24', 'H1FS13', 'H2DS9', 'H1FS2', 'H2FS12', 'H2GH45', 'H1RF14', 'H2WP13', 'H1DS6', 'H1PF10', 'H1PF35', 'H1ED9', 'H1DS5', 'H2TO11', 'H1TO3', 'H2FS7', 'H2ED12', 'H2TO26'],79,28,24
